Item Name,Book Price,,Price Per foot or Unit,,Price if Purchased Per:,,,Bid Labor Per Foot or Unit,DCI / UPC
service switch 250v,$0.00, ,, ,$0.00, ,0,,
 100A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,2.50,
 200A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,3.80,
 400A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,6.60,
 600A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,8.80,
 800A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,11.10,
1000A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,12.20,
1200A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,13.30,
1600A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,15.50,
2000A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,17.70,
2400A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,19.40,
3000A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,22.20,
4000A SER SW 250V,$0.00,Q,, ,$0.00,Q,0,26.60,
switch load break 5kv,$0.00, ,, ,$0.00, ,0,,
 200A 5KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,8.80,
 600A 5KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,13.30,
1200A 5KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,17.70,
switch load break 15kv,$0.00, ,, ,$0.00, ,0,,
 200A 15KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,11.10,
 600A 15KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,15.50,
1200A 15KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,19.90,
switch load break 26kv,$0.00, ,, ,$0.00, ,0,,
 200A 26KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,13.30,
 600A 26KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,19.90,
1200A 26KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,26.40,
switch load break 35kv,$0.00, ,, ,$0.00, ,0,,
 200A 35KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,15.50,
 600A 35KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,23.30,
1200A 35KV LB SWITCH,$0.00,Q,, ,$0.00,Q,0,33.30,
main breaker,$0.00, ,, ,$0.00, ,0,,
breaker main,$0.00, ,, ,$0.00, ,0,,
main breaker 1p 250v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.28,98 0900 16327
  20A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.28,98 0900 16328
  25A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,
  30A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,98 0900 16329
  35A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,
  40A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,
  45A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,
  50A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.31,98 0900 16330
  60A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.35,98 0900 16331
  70A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.39,98 0900 16332
  80A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.40,
  90A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16333
 100A MAIN CB 1P 250V,$0.00,Q,, ,$0.00,Q,0,0.46,98 0900 16334
main breaker 2p 250v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.27,98 0900 16342
  20A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.30,98 0900 16343
  25A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.32,
  30A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.33,98 0900 16344
  35A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.33,
  40A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.35,
  45A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.35,
  50A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.37,98 0900 16345
  60A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16346
  70A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.47,98 0900 16347
  80A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.48,
  90A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.50,98 0900 16348
 100A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.55,98 0900 16349
 110A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.57,
 125A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.60,98 0900 16350
 150A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.67,98 0900 16351
 175A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.75,98 0900 16352
 200A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,0.83,98 0900 16353
 225A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.00,98 0900 16354
 250A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.04,98 0900 16355
 300A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.17,98 0900 16356
 350A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.25,
 400A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.42,98 0900 16357
 450A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.58,
 500A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,1.75,
 600A MAIN CB 2P 250V,$0.00,Q,, ,$0.00,Q,0,2.50,98 0900 16358
main breaker 3p 250v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16360
  20A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.46,98 0900 16361
  25A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.48,
  30A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.50,98 0900 16362
  35A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.52,
  40A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.94,
  45A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.53,
  50A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.54,98 0900 16363
  60A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.58,98 0900 16364
  70A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.67,98 0900 16365
  80A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.71,
  90A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.75,98 0900 16366
 100A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.83,98 0900 16367
 110A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.87,
 125A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,0.92,98 0900 16368
 150A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.00,98 0900 16369
 175A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.12,98 0900 16370
 200A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.25,98 0900 16371
 225A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.42,98 0900 16372
 250A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.58,98 0900 16373
 300A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,1.75,98 0900 16374
 350A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,2.50,
 400A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,3.30,98 0900 16375
 450A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,3.50,
 500A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,3.70,
 600A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,4.50,98 0900 16376
 650A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,4.90,
 700A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,5.40,
 800A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,5.80,98 0900 16377
1000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,7.40,
1200A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,7.90,
1500A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,8.30,
1600A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,8.70,
2000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,9.10,
2500A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,9.50,
3000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,9.90,
3500A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,10.40,
4000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,10.80,
5000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,11.20,
6000A MAIN CB 3P 250V,$0.00,Q,, ,$0.00,Q,0,11.60,
main breaker 1p 600v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.22,98 0900 16327
  20A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.25,98 0900 16328
  25A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.26,
  30A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.28,98 0900 16329
  35A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.28,
  40A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.29,
  45A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.29,
  50A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.31,98 0900 16330
  60A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.35,98 0900 16331
  70A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.39,98 0900 16332
  80A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.40,
  90A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16333
 100A MAIN CB 1P 600V,$0.00,Q,, ,$0.00,Q,0,0.46,98 0900 16334
main breaker 2p 600v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.27,98 0900 16342
  20A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.30,98 0900 16343
  25A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.32,
  30A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.33,98 0900 16344
  35A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.33,
  40A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.35,
  45A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.35,
  50A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.37,98 0900 16345
  60A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16346
  70A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.47,98 0900 16347
  80A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.48,
  90A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.50,98 0900 16348
 100A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.55,98 0900 16349
 110A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.57,
 125A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.60,98 0900 16350
 150A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.67,98 0900 16351
 175A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.75,98 0900 16352
 200A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,0.83,98 0900 16353
 225A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.00,98 0900 16354
 250A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.04,98 0900 16355
 300A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.17,98 0900 16356
 350A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.25,
 400A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.42,98 0900 16357
 450A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.58,
 500A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,1.75,
 600A MAIN CB 2P 600V,$0.00,Q,, ,$0.00,Q,0,2.50,98 0900 16358
main breaker 3p 600v,$0.00, ,, ,$0.00, ,0,,
  15A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.42,98 0900 16360
  20A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.46,98 0900 16361
  25A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.48,
  30A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.50,98 0900 16362
  35A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.52,
  40A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.52,
  45A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.53,
  50A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.54,98 0900 16363
  60A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.58,98 0900 16364
  70A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.67,98 0900 16365
  80A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.71,
  90A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.75,98 0900 16366
 100A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.83,98 0900 16367
 110A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.87,
 125A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,0.92,98 0900 16368
 150A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.00,98 0900 16369
 175A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.12,98 0900 16370
 200A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.25,98 0900 16371
 225A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.42,98 0900 16372
 250A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.58,98 0900 16373
 300A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,1.75,98 0900 16374
 350A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,2.50,
 400A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,3.30,98 0900 16375
 450A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,3.50,
 500A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,3.70,
 600A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,4.50,98 0900 16376
 650A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,4.90,
 700A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,5.40,
 800A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,5.80,98 0900 16377
1000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,7.40,
1200A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,7.90,
1500A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,8.30,
1600A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,8.70,
2000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,9.10,
2500A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,9.50,
3000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,9.90,
3500A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,10.40,
4000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,10.80,
5000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,11.20,
6000A MAIN CB 3P 600V,$0.00,Q,, ,$0.00,Q,0,11.60,
breaker drawout,$0.00, ,, ,$0.00, ,0,,
drawout cb,$0.00, ,, ,$0.00, ,0,,
 100/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,2.20,
 200/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,2.70,
 400/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,4.40,
 800/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,8.80,
1200/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,9.90,
1600/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,11.10,
2000/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,12.20,
3000/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,13.30,
4000/3 DRAW-OUT CB,$0.00,Q,, ,$0.00,Q,0,16.60,
seb 250v,$0.00, ,, ,$0.00, ,0,,
SEB 250V 100A,$0.00,Q,, ,$0.00,Q,0,2.20,
SEB 250V 200A,$0.00,Q,, ,$0.00,Q,0,3.30,
SEB 250V 400A,$0.00,Q,, ,$0.00,Q,0,4.40,
SEB 250V 800A,$0.00,Q,, ,$0.00,Q,0,5.50,
SEB 250V 1200A,$0.00,Q,, ,$0.00,Q,0,6.60,
SEB 250V 2000A,$0.00,Q,, ,$0.00,Q,0,7.70,
SEB 250V 3000A,$0.00,Q,, ,$0.00,Q,0,8.80,
SEB 250V 4000A,$0.00,Q,, ,$0.00,Q,0,9.90,
seb 600v,$0.00, ,, ,$0.00, ,0,,
SEB 600V 100A,$0.00,Q,, ,$0.00,Q,0,2.20,
SEB 600V 200A,$0.00,Q,, ,$0.00,Q,0,3.30,
SEB 600V 400A,$0.00,Q,, ,$0.00,Q,0,4.40,
SEB 600V 800A,$0.00,Q,, ,$0.00,Q,0,5.50,
SEB 600V 1200A,$0.00,Q,, ,$0.00,Q,0,6.60,
SEB 600V 2000A,$0.00,Q,, ,$0.00,Q,0,7.70,
SEB 600V 3000A,$0.00,Q,, ,$0.00,Q,0,8.80,
SEB 600V 4000A,$0.00,Q,, ,$0.00,Q,0,9.90,
meter section,$0.00, ,, ,$0.00, ,0,,
meter base section,$0.00, ,, ,$0.00, ,0,,
 200A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,5.00,
 400A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,5.50,98 0900 17349
 600A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,6.00,98 0900 17350
 800A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,6.50,98 0900 17351
1000A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,8.50,98 0900 17352
1200A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,9.50,98 0900 17353
1600A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,11.00,98 0900 17354
2000A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,13.00,98 0900 17355
3000A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,17.00,
4000A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,23.00,
6000A METERING SECTION,$0.00,Q,, ,$0.00,Q,0,26.00,
meter 5kv,$0.00, ,, ,$0.00, ,0,,
 200A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,7.50,
 400A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,8.00,
 600A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,9.00,
 800A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,10.00,
1000A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,13.00,
1200A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,14.00,
1600A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,16.00,
2000A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,20.00,
3000A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,26.00,
4000A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,34.00,
6000A 5KV METER SECTION,$0.00,Q,, ,$0.00,Q,0,40.00,
meter 15k,$0.00, ,, ,$0.00, ,0,,
 200A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,10.00,
 400A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,11.00,
 600A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,12.00,
 800A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,13.00,
1000A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,16.00,
1200A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,17.00,
1600A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,20.00,
2000A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,25.00,
3000A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,33.00,
4000A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,43.00,
6000A 15KV METER SECT,$0.00,Q,, ,$0.00,Q,0,50.00,
Integrated Power Center,$0.00, ,, ,$0.00, ,0,,
125A 30KVA INTEGRATED P,$0.00,Q,, ,$0.00,Q,0,12.50,98 0900 40448
125A 45KVA INTEGRATED P,$0.00,Q,, ,$0.00,Q,0,13.00,98 0900 40449
225A 75KVA INTEGRATED P,$0.00,Q,, ,$0.00,Q,0,16.50,98 0900 40450
400A 75KVA INTEGRATED P,$0.00,Q,, ,$0.00,Q,0,17.50,98 0900 40451
400A 112.5KVA INTEGRATE,$0.00,Q,, ,$0.00,Q,0,19.00,98 0900 40452
mdp panel,$0.00, ,, ,$0.00, ,0,,
main distribution panel,$0.00, ,, ,$0.00, ,0,,
switchboard main,$0.00, ,, ,$0.00, ,0,,
 200 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,5.00,
 400 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,5.50,
 600 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,6.00,
 800 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,6.50,
1000 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,9.00,
1200 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,10.00,
1600 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,11.00,
2000 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,13.00,
3000 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,17.00,
4000 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,23.00,
6000 AMP MDP (SERVICE),$0.00,Q,, ,$0.00,Q,0,26.00,
"swgr15kv,5kv,480volt",$0.00, ,, ,$0.00, ,0,,
 1000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,16.00,
 1200 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,18.00,
 1400 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,20.00,
 1600 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,22.00,
 1800 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,24.00,
  2000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,26.00,
  2500 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,29.00,
 3000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,32.00,
 3500 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,36.00,
  4000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,40.00,
  5000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,46.00,
  6000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,52.00,
  7000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,58.00,
  8000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,64.00,
  9000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,72.00,
10000 LB SWITCHGEAR,$0.00,Q,, ,$0.00,Q,0,80.00,
switchboard 5kv,$0.00, ,, ,$0.00, ,0,,
 200 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,11.00,
 400 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,12.00,
 600 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,14.00,
 800 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,16.00,
1000 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,17.00,
1200 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,19.00,
1600 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,24.00,
2000 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,30.00,
3000 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,40.00,
4000 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,52.00,
6000 AMP 5KV SWBD,$0.00,Q,, ,$0.00,Q,0,60.00,
switchboard 15kv,$0.00, ,, ,$0.00, ,0,,
 200 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,14.00,
 400 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,15.00,
 600 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,17.00,
 800 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,18.00,
1000 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,22.00,
1200 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,24.00,
1600 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,31.00,
2000 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,37.00,
3000 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,49.00,
4000 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,65.00,
6000 AMP 15KV SWBD,$0.00,Q,, ,$0.00,Q,0,74.00,
switchboard sub,$0.00, ,, ,$0.00, ,0,,
swbd,$0.00, ,, ,$0.00, ,0,,
sdp panel,$0.00, ,, ,$0.00, ,0,,
 225 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,3.30,
 400 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,4.40,
 600 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,5.00,
 800 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,5.50,
1000 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,6.00,
1200 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,6.50,
1600 AMP SDP (SUB DIST),$0.00,Q,, ,$0.00,Q,0,7.50,
