Item Name,Price Per foot or Unit,Bid Labor Per Foot or Unit
EDWARDS REMOTE SYSTEM I,$104.00,1.00
EDWARDS REMOTE ZONE IND,$104.00,1.25
fa edwards control pane,,
EDWARDS 3 ZONE FA PANEL,,2.40
EDWARDS 5 ZONE FA PANEL,,4.50
EDWARDS 10 ZONE FA PANE,,7.50
fa edwards pull station,,
EDWARDS FA PULL STATION,$50.44,0.40
EDWARDS DP FIREALARM ST,$135.43,0.40
EDWARDS FA PULL STATION,$96.01,0.40
EDWARDS SP FIRE ALARM S,$97.74,0.40
EDWARDS FA 20 REPLACEME,$37.80,0.42
EDWARDS FA RED WP BACK ,$107.24,0.40
fa edwards horn speaker,,
EDWARDS FA  HORN PROG W,$71.06,0.48
EDWARDS FA HORN PROG RE,$71.06,0.48
EDWARDS FA HORN - EXPL ,"$1,514.59",0.97
EDWARDS FA HORN (WP),$169.24,0.65
fa edwards strobe,,
EDWARDS FA 2440S-15/75-,$126.79,0.50
EDWARDS FA 2440S-15/75R,$126.79,0.50
EDWARDS FA 2440S-110-W ,$126.79,0.50
EDWARDS FA 2440S-110R S,$126.79,0.50
EDWARDS FA 2441S-15R DG,$131.87,0.50
EDWARDS FA 2441S-15/75R,$134.24,0.50
EDWARDS FA 2441S-30R DG,$131.87,0.50
EDWARDS FA 2441S-110R D,$134.24,0.50
EDWARDS FA 2441S-110R W,$129.38,0.50
fa edwards horn/strobe,,
EDWARDS 2452THS-15/75-W,$181.55,0.50
EDWARDS 2452THS-15/75R ,$237.28,0.55
EDWARDS 2452THS-110-W P,$237.28,0.50
EDWARDS 2452THS-110R PR,$237.28,0.55
fa edwards bell adapt/s,,
EDWARDS 2453BSA-15/75R ,$141.80,0.50
fa edwards bell,,
"EDWARDS 439D6AWR 24V 6""",$151.85,0.50
EDWARDS FA 439D8AWR 24V,$158.44,0.50
EDWARDS FA 439D10AWR 24,$185.98,0.56
fa edwards door holder,,
"EDWARDS 8"" DOOR HOLDER ",$109.94,0.40
"EDWARDS 12"" DOOR HOLDER",$111.46,0.65
fa red cable,,
FA 18/2 RED CABLE,0.1832,0.0096
FA 18/4 RED CABLE,0.40583,0.0128
FA 14/2 RED CABLE,0.34616,0.016
FA 14/4 RED CABLE,0.909,0.016
fa riser shield fplr ca,,
FA 18/2 RISER FPLR SHIE,0.41067,0.0096
FA 18/4 RISER FPLR SHIE,0.78593,0.0128
FA 16/2 RISER FPLR SHIE,0.58609,0.0128
FA 16/4 RISER FPLR SHIE,1.05702,0.016
FA 14/2 RISER FPLR SHIE,0.75867,0.016
FA 14/4 RISER FPLR SHIE,1.64624,0.0192
fa plenum shield fplp c,,
FA 18/2 FPLP PLEN  SHIE,0.49583,0.0096
FA 18/4 FPLP PLEN  SHIE,0.90815,0.0128
FA 16/2 FPLP PLEN  SHIE,0.65235,0.0128
FA 16/4 FPLP PLEN  SHIE,1.17817,0.016
FA 14/2 FPLP PLEN  SHIE,0.90628,0.016
FA 14/4 FPLP PLEN  SHIE,1.74193,0.0192
fa riser fplr cable,,
FA 18/2 RISER FPLR ALAR,0.32596,0.0096
FA 18/4 RISER FPLR ALAR,0.63185,0.0128
FA 18/6 RISER FPLR  ALA,1.08696,0.014
FA 18/8 RISER FPLR  ALA,1.44933,0.016
FA 16/2 RISER FPLR ALAR,0.46787,0.0128
FA 16/4 RISER FPLR ALAR,0.92622,0.016
FA 14/2 RISER FPLR ALAR,0.68646,0.016
FA 14/4 RISER FPLR ALAR,1.49707,0.0192
FA 12/2 RISER FPLR ALAR,1.20487,0.0192
fa plenum fplp cable,,
FA 18/2 FPLP PLENUM  AL,0.3923,0.0096
FA 16/2 FPLP PLENUM  AL,0.57152,0.0128
FA 14/2 FPLP PLENUM  AL,0.81096,0.0096
FA 12/2 FPLP PLENUM  AL,1.23352,0.0128
hospital equipment,,
hosp equip,,
headwall units,,
hospital headwall,,
HEADWALL ELEC MODULE,,4.40
HEADWALL BED MODULE,,5.50
HEADWALL GAS MODULE,,4.40
MEDICAL WALL UNIT,,5.50
HEADWALL LIGHT,,0.97
medical service column,,
MEDICAL SERVICE COLUMN,,8.80
patient console,,
PATIENT CONSOLE,,4.40
neonatal console,,
NEONATAL CONSOLE,,5.50
medical clocks,,
medical timers,,
surgical timers,,
SURGICAL CHRONOMETER,,3.30
ELAPSED TIME INDICATOR,,2.20
CLOCK/ET INDICATOR,,2.20
CLOCK CONTROL PANEL,,1.90
DIGITAL CLOCK,,1.30
DIGITAL TIMER,,1.30
DIGITAL CLOCK/TIMER,,1.90
medical lights,,
surgical lights,,
EXAM LIGHT,,4.40
"12"" SURGICAL LIGHT",,7.70
"18"" SURGICAL LIGHT",,12.20
"22"" SURGICAL LIGHT",,17.70
FILM ILLUMINATOR,,3.19
or panels,,
20A OR PANEL,,3.30
30A OR PANEL,,3.80
60A OR PANEL,,4.40
icu panel,,
20A ICU PANEL,,3.60
30A ICU PANEL,,4.10
60A ICU PANEL,,4.70
ground bus module,,
grnd bus module,,
GROUND BUS MODULE,,3.30
GRND BUS MOD W/INT TEST,,4.40
SLAVE GRND BUS MODULE,,3.30
MASTER GRNDG STATION,,3.60
GROUND CORD,,0.19
x ray,,
X-RAY PANEL 90,,6.60
X-RAY PANEL 125,,7.70
X-RAY RECEPTACLE,,4.40
X-RAY SUPRV MODULE,,4.90
nurse call system - hea,,
NC MASTER STATION,,6.50
NC STATION ANNUNCIATOR,,4.80
NC POWER SUPPLY W/BACK ,,0.75
NC MONITOR & KEYBOARD,,1.65
NC PRINTER,,1.20
nurse call - field devi,,
NC SINGLE BED STATION,,0.60
NC DUAL BED STATION,,0.75
NC BED STATION CALL-IN ,,0.40
NC PULL CORD,,0.40
NC PILLOW SPEAKER,,0.40
NC DOME LIGHT,,0.40
NC ZONE LIGHT,,0.40
NC STAFF STATION,,0.85
NC DUTY STATION,,0.40
NC UTILITY STATION,,0.40
NC EMERGENCY STATION,,0.40
NC TOILET/SHOWER STATIO,,0.40
NC CODE BLUE STATION,,0.40
NC RELAY MODULE - LIGHT,,0.40
nurse call code blue sy,,
NC CODE BLUE CENTRAL EQ,,5.00
NC CODE BLUE NURSES STA,,3.50
NC CODE BLUE ANNUNCIATO,,2.50
NC CODE BLUE ZONE LIGHT,,0.45
NC CODE BLUE PULL CORD,,0.20
NC CODE BLUE POWER SUPP,,0.85
NC CODE BLUE CALL STATI,,0.45
NC CODE BLUE CORRIDOR L,,0.45
sound systems - signal ,,
AV CD PLAYER,,0.85
AV RECEIVER,,0.85
AV MICROPHONE,,0.30
AV  WIRELESS MICROPHONE,,1.00
AV AUDIO CART PLAYER,,0.85
sound systems - signal ,,
AV POWER AMPLIFIER,,2.00
AV PRE-AMPLIFIER,,1.85
AV INSTALL EQUALIZER,,0.85
AV SET EQUALIZATION,,1.85
AV 4-12 CHANNEL MIXER,,1.85
AV 12+ CHANNEL MIXER,,3.50
AV VOLUME CONTROL,,0.30
AV  PROGRAMMABLE SWITCH,,0.65
AV SPEAKER SELECTION SW,,0.65
AV NOISE REDUCTION UNIT,,1.85
AV VARIOUS TYPES OF FIL,,0.65
AV DELAY UNIT,,0.85
AV VU METER,,0.65
AV SYNCH GENERATOR,,0.85
AV COMPUTER INTERFACE,,3.30
AV ROUTING SYSTEM,,2.00
sound generating equipm,,
AV CEILING SPEAKER,,0.60
AV WALL SURFACE SPEAKER,,0.40
AV WALL FLUSH SPEAKER,,0.55
AV OUTDOOR COLUMN MTD S,,0.42
AV HORN,,0.40
AV FLUSH MICROPHONE OUT,,0.60
AV CENTRAL INTERCOM UNI,,6.50
AV SATELLITE INTERCOM U,,0.65
AV  WIRELESS SPEAKER SY,,2.50
AV ANTENNA,,5.00
"AV 19"" RACK ADAPTER",,0.40
AV MICROPHONE STAND,,0.25
pro-sound theatrical sy,,
AV  RACK BUILD/SEISMIC ,,12.00
AV RACK-MOUNT SINGLE-CH,,1.65
AV RACK-MOUNT DUAL-CHNL,,1.75
AV  AMP W/INTERNAL PROC,,2.00
AV INSTALL/SET-UP MODUL,,0.40
AV WALL-MNT AMP W/6 INP,,3.20
AV PROD INTERCOM MASTER,,3.00
AV SURF-MNT INTERCOM WA,,1.20
AV INTERCOM BELT-PACK S,,0.40
AV RACK-MNT WIRELESS MI,,1.20
AV RACK-MNT HEARING-IMP,,1.50
AV RACK-MNT HEARING-IMP,,1.50
AV WALL-MNT MIC/HEAR-IM,,0.40
AV HEAR-IMPAIR IR EMITT,,1.65
theatrical systems - pa,,
AV 48PT PUNCH TRS NON-N,,20.00
AV 48PT PUNCH TRS NORMA,,20.00
AV 96PT PUNCH TRS NON-N,,40.00
AV 96PT PUNCH TRS NORMA,,40.00
theatrical systems - el,,
AV  RACK ELEC MIDI/SMPT,,0.60
AV RACK NOISE-RED DBX/D,,0.50
AV RACK-MNT PHANTOM POW,,0.40
AV RACK-MNT DIGITAL REC,,1.20
AV RACK-MNT ELEC SOAVE ,,0.85
AV RACK-MNT ELEC OPEN R,,1.20
AV SHELF-MNT ELEC CD PL,,0.85
AV SHELF-MNT ELEC CASSE,,0.85
AV RACK-MNT ELEC AM/FM ,,0.85
AV RACK-MNT WHIP ELEC F,,0.30
AV ROOF-MNT YAGI TRIPOD,,3.50
theatrical systems-cons,,
AV MULT-BUS&HKUP 8-CHNL,,1.00
AV MULT-BUS&HKUP 12-CH ,,1.25
AV MULT-BUS&HKUP 16-CH ,,1.25
AV MULT-BUS&HKUP 24-CH ,,1.65
AV MULT-BUS&HKUP 36-CH ,,2.00
AV RACK-MOUNT LINE/MICR,,0.60
AV 4-CHANNEL AUTO MICRO,,2.50
AV 8-CHANNEL AUTO MICRO,,5.00
AV 8-24 MIC  FRAME-BASE,,5.00
AV 25-100 MIC  FRAME-BA,,6.50
AV MIXER-TO-COMPUTER IN,,0.85
AV MASTER PANEL REMOTE ,,1.00
AV WALL-MOUNT REMOTE VO,,0.60
AV SW/CONTROL/JACK CUST,,2.50
AV RACK-MOUNT VU MONITO,,1.00
AV I/O PLATES (PER CONN,,0.20
sound systems - sound m,,
AV STANDALONE GENERATOR,,1.65
AV RACK-MOUNT GENERATOR,,1.00
AV HUNG ABOVE CEILING G,,0.85
AV BACK-BOX MOUNTED STE,,0.20
AV AMPLIFIER,,1.65
audio visual - source e,,
AV PLAYBACK DEVICE (VCR,,0.82
AV MEDIA SERVER / COMPU,,1.65
audio visual - program ,,
AV LINE DOUBLER,,1.65
AV VIDEO DISTRIB AMPLIF,,0.85
AV TIME CODE,,1.65
AV PER  I/O MATRIX SWIT,,1.65
AV PER I/O VIDEO MATRX ,,1.65
AV AUTOMATIC PATCHING,,1.65
audio visual - playback,,
"AV RACK-MOUNT 13"" MONIT",,0.85
"AV <25"" WALL MONITOR",,1.65
"AV 27"" - 42"" WALL MONIT",,2.05
"AV 42"" - 60"" WALL MONIT",,2.50
AV WALL MOUNT MONITOR B,,1.65
AV LCD PROJECTOR - CONF,,2.10
AV LCD PROJECTOR - AUDI,,6.50
AV PROJECTOR MTD BRACKE,,1.25
AV PROJECTOR MTD BRACKE,,3.50
audio visual - remote c,,
AV MAIN CPU CAGE,,3.50
AV  INPUT/OUTPUT CARD,,0.60
AV POWER SUPPLY,,0.60
AV VOLUME CONTROL,,0.60
AV 4 RELAY CARD,,0.85
AV 8 RELAY CARD,,1.65
AV 8-12 HARD BUTTON PAN,,1.65
AV 12-24 HARD BUTTON PA,,1.65
AV  PROGRAMMING PER SCR,,3.20
AV PER I/O SYSTEM PROGR,,3.25
audio visual - interfac,,
AV LIGHTING (COMMUNICAT,,1.65
AV RELAY LIGHTING,,0.85
AV DARK-OUT DRAPES (CAB,,1.65
AV RELAY DARK-OUT DRAPE,,0.85
audio visual - teleconf,,
AV TELECONFERENCE BRIDG,,1.65
AV BRIDGE PROGRAMMING,,3.20
AV CODEX,,3.60
audio visual - patching,,
AV 24-PORT BNC,,13.00
AV 48-PORT BNC,,20.00
AV 96-PORT BNC,,40.00
AV TWISTED PAIR 48 PORT,,40.00
audio visual - roll dow,,
AV MANUAL ROLL DOWN SCR,,2.00
AV MOTORIZED ROLL DOWN ,,3.20
AV ROLL DOWN SCREEN SEI,,3.20
AV MOTORIZED SCREEN CON,,0.85
audio visual - miscella,,
AV KEYBOARD EXTENDER,,0.40
AV WIRELESS MOUSE,,0.40
AV WIRELESS KEYBOARD,,0.40
AV INFRARED REPEATER,,0.85
audio visual - power su,,
AV 50 WATT POWER SUPPLY,,0.32
AV 100 WATT POWER SUPPL,,0.40
AV 200 WATT POWER SUPPL,,0.50
audio visual - speakers,,
AV 18 WATT SPEAKER,,0.60
AV 30 WATT SPEAKER,,0.60
AV 50 WATT SPEAKER,,0.75
AV 80 WATT SPEAKER,,1.50
speaker cables,,
16/2 CLEAR SPEAKER CABL,0.72133,0.0128
14/2 CLEAR SPEAKER CABL,1.11974,0.016
12/2 CLEAR SPEAKER CABL,1.73607,0.02
16/2 CL2/CL3 SPEAKER CA,0.701,0.0128
14/2 CL2/CL3 SPEAKER CA,1.0508,0.016
12/2 CL2/CL3 SPEAKER CA,1.84639,0.02
16/4 CL2/CL3 SPEAKER CA,1.20772,0.016
14/4 CL2/CL3 SPEAKER CA,1.77617,0.02
intercom,,
IN INTERCOM STA,,0.56
IN INTERCOM STA WP,,0.97
IN INTERCOM SS,,0.83
IN INTERCOM TEL,,0.80
IN ELECTRIC STRIKE,,1.50
IN PB STATION,,0.42
IN MASTER INT (SML),,3.30
IN MASTER INT (MED),,4.40
IN MASTER INT (LG),,6.60
IN AMPLIFIER,,2.20
IN POWER SUPPLY,,1.20
IN MAILBOX,,0.36
IN DIRECTORY (SML),,2.20
IN DIRECTORY (MED),,3.80
IN DIRECTORY (LG),,6.60
ELECTRIC STRIKE,,0.83
MAGNETIC DOOR LOCK,,0.97
apartment intercom,,
apt intercom,,
 4 POS. MASTER INTERCOM,,1.60
 6 POS. MASTER INTERCOM,,2.20
 8 POS. MASTER INTERCOM,,2.70
12 POS. MASTER INTERCOM,,3.30
24 POS. MASTER INTERCOM,,4.10
36 POS. MASTER INTERCOM,,4.90
42 POS. MASTER INTERCOM,,5.50
INTERCOM AMPLIFIER,,1.50
 4 POS. SLAVE PANEL,,1.60
 6 POS. SLAVE PANEL,,2.20
 8 POS. SLAVE PANEL,,2.70
12 POS. SLAVE PANEL,,3.30
24 POS. SLAVE PANEL,,4.10
36 POS. SLAVE PANEL,,4.90
42 POS. SLAVE PANEL,,5.50
APARTMENT INTERCOM,,0.56
APT INTER. HANDSET,,0.61
INTERCOM W/DOOR RELEASE,,0.69
HANDSET W/DOOR RELEASE,,0.75
MAGNETIC LOCK,,1.20
ELECTRIC LATCH,,0.97
video intercom,,
VI 90 DEG CAMERA,,1.10
VI CAMERA,,1.10
VI AUTO-IRIS LENS,,0.83
VI WP HOUSING,,1.60
VI REC HOUSING,,0.83
VI VANDAL P HOUSING,,0.83
VI VIDEO INTERCOM,,1.50
VI INTERFACE,,0.36
VI ELECTRIC STRIKE,,1.50
VI SPEAKER,,0.92
VI AMPLIFIER,,1.30
VI SPLITTER,,0.36
VI MASTER STA,,3.50
VI DIRECTORY (SML),,2.20
VI DIRECTORY (MED),,3.30
VI DIRECTORY (LG),,5.50
clock system,,
SINGLE-FACE CLOCK,,0.50
DOUBLE-FACE CLOCK,,0.50
MASTER CLOCK,,3.00
CLOCK SIGNAL / TONE GEN,,2.00
CLOCK ELAPSED TIME INDI,,0.65
CLOCK ELAPSED TIME CONT,,0.40
CLOCK AND SPEAKER COMBO,,0.65
CLOCK FLASHER,,0.35
CLOCK CONTROL BOARD,,2.00
CLOCK PROGRAM UNIT,,3.00
CLOCK BACKBOX,,0.25
CLOCK WIRE GUARD,,0.25
MASTER CLOCK W / GPS IN,,3.50
CLOCK GPS REMOTE ANTENN,,2.00
tv controllers & record,,
16 INPUT DVR,,5.00
NETWORK VIDEO RECORDER,,10.00
UPS BATTERY BACK-UP,,1.65
CAMERA POWER SUPPLY,,1.65
PAN/TILT LENS CONTROLLE,,1.65
PLAYBACK VCR,,1.00
DIGITAL VIDEO MULTIPLEX,,3.25
tv monitors,,
"13"" TV RACK MTD MONITOR",,0.65
"<25"" TV WALL MONITOR",,1.65
"27"" - 42"" TV WALL MONIT",,2.00
"42"" - 60"" TV WALL MONIT",,2.50
"<42"" TV WALL BRACKET",,1.65
">42"" TV WALL BRACKET",,1.65
tv miscellaneous,,
TV AMPLIFIER,,0.65
TV COUPLER,,0.10
 TV SPLITTER,,0.40
TV COAXIAL SURGE SUPPRE,,0.65
TV SATELLITE RECEIVER,,8.50
TV SGL FIBER OP TRANS/R,,2.50
tv cameras & enclosures,,
TV OUTDOOR INFRARED ILL,,1.25
TV INDOOR-MOUNT LIGHT-D,,0.65
TV INDOOR-MOUNT HEAVY-D,,0.85
TV OUTDOOR-MOUNT LIGHT-,,1.25
TV OUTDOOR-MOUNT HEAVY-,,1.65
TV PARAPET-MOUNT,,3.00
TV 20FT MAX POLE-MOUNT,,3.25
TV CORNER-MOUNT,,1.25
TV PAN/TILT INDOOR HEAV,,1.65
TV PAN/TILT INDOOR LIGH,,1.25
TV PAN/TILT OUTDOOR HEA,,3.25
TV PAN/TILT OUTDOOR LIG,,3.00
TV SURFACE-MOUNT ENCL D,,1.00
TV CEILING DROP-IN ENCL,,1.25
TV DUST-TIGHT ENCLOSURE,,1.25
TV INDOOR ON EX-MNT CAM,,0.40
TV OUTDOOR ON EX-MNT CA,,0.65
TV HEATER,,0.40
TV BLOWER,,0.20
TV SUN-SHROUD,,0.40
TV WIPER,,0.40
tv camera lenses,,
TV CAMERA FIXED LENS,,0.20
TV CAMERA AUTO IRIS LEN,,0.50
TV CAMERA ZOOM LENS,,0.50
tv master system,,
MA 9' DISH ANT,,13.30
MA 14' DISH ANT,,19.90
MA ANTENNA,,5.50
MA MAST,,3.60
MA ROT BASE,,2.70
MA AMPLIFIER 1 CHNL,,1.60
MA AMPLIFIER,,3.33
MA SPLITTER DEMUX,,3.30
MA CABLE SPLITTER,,0.36
MA AMP CBL SPLITTER,,0.58
MA TV O/L WP,,0.69
MA TV OUTLET,,0.22
catv,,
CB TERM BOARD,,4.40
CB TERM CAB,,3.80
CB TV OUTLET,,0.22
CB TV O/L WP,,0.67
CB CABLE SPLITTER,,0.36
closed circuit tv,,
coax/18/2 video/power c,,
RG6/U COAX - 18/2 VIDEO,1.57022,0.0112
RG59/U COAX - 18/2 VIDE,1.31763,0.0112
RG59/U COAX - 18/2 VIDE,1.94443,0.0112
video cables,,
RG6/U HDTV COAX CABLE,0.35435,0.0112
RG6/U COAX PLENUM CABLE,1.17861,0.0112
RG8X COAX CABLE,1.14407,0.0112
RG11/U COAX CABLE,0.69783,0.0112
RG11/U COAX PLENUM CABL,4.65446,0.0112
RG58/U COAX CABLE,0.6903,0.0112
RG58/U COAX PLENUM CABL,1.31689,0.0112
RG59/U COAX CABLE,0.53313,0.0112
RG59/U COAX PLENUM CABL,1.0207,0.0112
security systems contro,,
SS CONTROL PANEL COMMER,,3.50
SS CONTROL PANEL INDUST,,5.00
SS LCD REMOTE KEYPAD,,2.20
SS WIRELESS RECEIVER,,1.75
SS 8 ZONE EXPANSION MOD,,0.75
SS 16 ZONE EXPANSION MO,,1.50
SS RELAY LOGIC MODULE,,1.00
SS AC FAILURE MODULE,,0.65
security systems wirele,,
SS WIRELESS RECEIVER,,2.50
SS WIRELESS REMOTE KEYP,,0.40
SS WIRELESS DOOR CONTAC,,0.40
SS WIRELESS MOTION DETE,,0.40
SS WIRELESS THERMOSTAT,,0.40
SS WIRELESS SMOKE DETEC,,0.40
security systems periph,,
SS REMOTE DIGITAL COMMU,,1.20
SS CELLULAR PHONE LINK,,2.50
SS INTERNET COMMUNICATO,,1.25
SS DIGITAL KEYPAD,,0.75
security systems detect,,
SS MAGNETIC SWITCH,,0.60
SS GLASS BREAK DETECTOR,,0.60
SS SEISMIC DETECTOR,,0.60
SS WIRELESS SMOKE DETEC,,0.60
SS HEAT SENSOR,,0.60
SS TEMPERATURE SENSOR,,0.60
SS WATER SENSOR,,0.60
SS MOTION DETECTOR,,0.60
SS PANIC BUTTON,,0.60
SS KEY SWITCH,,0.60
SS OVERHEAD DOOR CONTAC,,0.65
SS DRIVEWAY SENSOR,,3.60
security systems signal,,
SS INDOOR HORN,,0.50
SS OUTDOOR HORN,,0.50
SS WIRELESS SIREN,,0.50
SS INDOOR STROBE,,0.45
security cables,,
18/2 SHIELD RISER CMR/C,0.49152,0.0096
18/6 SHIELD RISER CMR/C,1.19196,0.0112
16/2  SHIELD RISER CMR/,0.6965,0.0128
18/2 UNSHD ALRM CBL,0.37478,0.0096
16/2 NON-SHIELD RISER C,0.56826,0.0128
18/2 NON-SHIELD PLENUM ,0.4178,0.0096
16/2 NON-SHIELD PLENUM ,0.631,0.0128
22/2 SHIELD PLENUM CMP/,0.38587,0.0112
18/2 SHIELD PLENUM CMP/,0.51998,0.0096
18/4 SHIELD PLENUM CMP/,0.84972,0.016
16/2 SHIELD PLENUM CMP/,0.78246,0.016
access control,,
AC CONTROLLER/CPU,,3.40
AC 2-DOOR CONTROLLER,,1.65
AC 4-DOOR CONTROLLER,,3.30
AC 8-DOOR CONTROLLER,,4.80
AC ELEVATOR INTERFACE P,,4.20
AC WALL-MOUNTED CARD RE,,0.65
AC POST-MOUNTED CARD RE,,0.85
AC READER CONTROLLER,,1.65
AC PALM PRINT IDENTIFIE,,1.65
AC NEW TOUCHPAD DOOR LO,,1.65
AC REFIT TOUCHPAD DOOR ,,2.50
access control field de,,
AC  DOOR LOCK PROTECTOR,,0.65
AC KEY SWITCH,,0.60
AC EMERGENCY DOOR RELEA,,0.65
AC HYDRAULIC DOOR CLOSE,,1.65
AC NEW ELECTRIC DOOR ST,,1.65
AC REFIT ELECTRIC DOOR ,,2.00
AC NEW ELECTRIC MORTISE,,1.65
AC REFIT ELECTRIC MORTI,,2.50
AC ELECTRIC HINGE,,1.65
AC MAGNETIC LOCK,,2.00
AC REQUEST TO EXIT,,0.65
AC DOOR CONTACT,,0.65
AC DOOR MANAGEMENT DEVI,,1.00
AC DOOR LOCK POWER SUPP,,2.50
access control - misc i,,
AC INTERCOM MASTER STAT,,1.65
AC REMOTE INTERCOM SYST,,1.25
AC TELEPHONE ENTRY SYST,,7.50
surveillance,,
SURV 3 POS MAN SWITCHER,,0.83
SURV 6 POS MAN SWITCHER,,1.10
SURV 9 POS MAN SWITCHER,,3.80
SURV 3 POS AUTO SWITCHE,,0.83
SURV 6 POS AUTO SWITCHE,,1.10
SURV 9 POS AUTO SWITCHE,,4.70
SURV PROG CONTROLLER,,11.10
SURV AMPLIFIER,,1.30
SURV MOTION SENSOR,,3.60
SURV P/T/Z CONTROL,,1.60
SURV B&W CAMERA,,1.10
SURV B&W SS CAMERA,,1.10
SURV COLOR CAMERA,,1.10
SURV CLR SS CAMERA,,1.10
SURV MINI CAMERA,,1.10
SURV 90 DEG CAMERA,,1.10
SURV ZOOM LENS,,1.30
SURV WIDE LENS,,1.30
SURV NORM LENS,,0.56
SURV TELE LENS,,1.60
SURV AUTO-IRIS,,1.20
SURV SYNC ADJ,,3.40
SURV ENVIR HOUSING,,2.20
SURV SS HOUSING,,0.83
SURV DUST PRF HOUSING,,0.83
SURV EXPL PRF HOUSING,,0.83
SURV PAN-TILT UNIT,,1.30
SURV WALL BRKT,,0.97
SURV CEIL BRKT,,1.30
SURV 120-24V PWR SUPPLY,,0.83
SURV FIBER CONVERTER,,0.36
SURV INFRA-RED LIGHT,,1.50
SURV MICROWAVE TRANS,,4.40
SURV MICROWAVE RECVR,,4.40
SURV 9 MONITOR,,1.10
SURV 12 MONITOR,,1.10
SURV PC CONTROLLER,,8.80
parking,,
PK AUTO GATE,,7.70
PK GATE CONTROLER,,6.60
"PK GATE OP,SLIDE",,7.70
"PK GATE OP,SWING",,7.70
PK O/H DOOR OP,,2.20
PK VEHICLE LOOP DET,,4.40
PK TICKET SPLITTER,,5.50
PK CARD READER,,2.40
PK RDR STAND,,1.50
PK PARKING COMPUTER,,6.60
PK AUTO TKT RDR,,2.20
PK FEE DISPLAY,,1.50
PK PARKING BOOTH,,26.60
PK FEE COMPUTER,,8.80
PK MAG DOOR HOLDER,,4.40
leak detection system,,
LEAK DET. PANEL,,6.60
LEAK DET. ANNUNCIATOR,,4.90
 5' LEAK DET CABLE,,0.28
10' LEAK DET CABLE,,0.36
15' LEAK DET CABLE,,0.56
20' LEAK DET CABLE,,0.67
light stage,,
stage lighting,,
SL STAGE LT (SML),,0.97
SL STAGE LT (MED),,1.30
SL STAGE LT (LG),,2.20
SL LTG SHUTTERS,,0.42
SL GEL LENS,,0.39
SL CORD & PLUG,,0.36
SL BATTON SUPPORT,,0.83
SL BATTON T BOX,,2.20
SL DIMMER CONSOLE,,8.80
SL PATCH CORD,,0.83
SL DIMMER CORD,,0.97
SL DIMMER STA (S),,1.10
SL DIMMER STA (M),,1.90
SL DIMMER STA (L),,3.30
SL 4' TROUGH LIGHT,,1.60
SL 6' TROUGH LIGHT,,2.40
SL 8' TROUGH LIGHT,,3.30
sound stage,,
stage sound,,
SS CEIL SPKR,,0.97
SS REC SPKR ENCL,,2.00
SS SURF SPKR ENCL,,3.30
SS SPKR CLSTR (S),,2.22
SS SPKR CLSTR (M),,4.40
SS SPKR CLSTR (L),,8.80
SS MULTI-DIR SPKR,,5.50
"SS MIC O/L,WALL",,0.42
"SS MIC O/L,FLR",,0.42
"SS MIC O/L,3R",,0.42
SS MICROPHONE,,0.28
"SS MIC,WIRELESS",,0.28
SS VOLUME CNTRL,,0.42
SS AMPLIFIER,,2.20
SS MUX,,4.40
SS DE-MUX,,4.40
SS MIXER,,6.60
"SS MIXER,CNSLE",,8.80
SS COMP CONSOLE,,7.70
SS FLOOR POCKET,,4.70
under carpet wiring,,
uc communication transi,,
FLUSH WALL BOX - COMM,,0.30
FLUSH WALL BOX CVR - CO,,0.05
uc cable top shield,,
FLT CBL TOP SHIELD ,,0.00
FLT CBL TOP SHIELD ,,0.00
FLT CBL TOP SHIELD ,,0.00
BONDING CLIP,,0.00
uc tel  floor fitting &,,
UC FLOOR FTG KIT - 2 PO,,0.40
UC FLOOR FTG KIT - 2 PO,,0.40
UC FLOOR FTG KIT - 2 PO,,0.40
UC FLOOR FTG KIT - 2 PO,,0.40
UC FLOOR FTG KIT - 4 PO,,0.40
uc #12 power cable,,
UC 12/3 FLAT CBL,,0.0625
UC 12/3 FLAT CBL ,,0.0625
UC 12/5 FLAT CBL ,,0.0625
UC 12/5 FLAT CBL ,,0.0625
UC 12/5 FLAT CBL,,0.0625
uc ig power cable,,
UC 12/5 IG FLAT CBL ,,0.0625
uc power outlets,,
UC 3 WIRE SINGLE DPLX R,,0.40
UC 3 WIRE SINGLE DPLX R,,0.40
UC 3 WIRE SINGLE DPLX R,,0.40
UC 5 WIRE SINGLE DPLX R,,0.40
UC 5 WIRE SINGLE DPLX R,,0.40
UC 5 WIRE SINGLE DPLX R,,0.40
UC 3 WIRE DUAL DPLX RCP,,0.40
UC 3 WIRE DUAL DPLX RCP,,0.40
UC 3 WIRE DUAL DPLX RCP,,0.40
UC 3 WIRE DUAL DPLX RCP,,0.40
UC 3 WIRE SINGLE DPLX &,,0.004
UC 3 WIRE SINGLE DPLX &,,0.40
UC 3 WIRE SINGLE DPLX &,,0.40
uc flush wall boxes,,
UC FLUSH WALL BOX CVR,,0.05
uc tap & splices,,
UC SPLICE CONNECTOR,,0.40
UC TAP CONNECTOR,,0.40
uc #10 power cable,,
UC 10/3 FLAT CBL,,0.0625
UC 10/3 FLAT CBL,,0.0625
UC 10/3 FLAT CBL ,,0.0625
UC 10/5 FLAT CBL ,,0.0625
UC 10/5 FLAT CBL,,0.0625
uc 5-wire circuit adapt,,
